nomina,experiencia,disciplina,empatia,liderazgo,seguridad,habilidad_tecnologica,habilidad_pedagogica,vocacion,relaciones_inter,curiosidad,paciencia,normal_D,normal_I,normal_S,normal_C,motivacion_D,motivacion_I,motivacion_S,motivacion_C,presion_D,presion_I,presion_S,presion_C,Decision
800336,medio_bajo,medio,medio,medio_alto,alto,alto,alto,medio_bajo,medio_alto,medio,medio_bajo,49,70,30,69,68,85,61,15,31,68,4,85,No
800337,medio_bajo,bajo,medio_bajo,medio_bajo,medio_bajo,medio,medio_bajo,medio,alto,medio,alto,54,57,31,70,56,59,40,23,54,63,11,64,No
800338,medio,alto,medio,bajo,medio_bajo,medio,medio_bajo,medio_alto,medio,medio_bajo,bajo,64,42,70,37,41,78,15,85,29,22,77,19,No
800339,medio_bajo,bajo,medio_bajo,alto,medio_bajo,alto,alto,medio_bajo,bajo,medio_bajo,medio_bajo,70,30,44,45,15,44,80,43,85,85,41,23,No
800340,alto,medio_alto,medio_bajo,bajo,bajo,medio,alto,medio,medio_alto,medio_bajo,medio_bajo,30,70,65,43,15,50,85,64,50,44,61,15,No
800341,medio_bajo,alto,medio_bajo,medio_alto,medio,medio_bajo,medio_bajo,medio_bajo,medio_bajo,medio_alto,medio,48,38,38,42,35,85,67,85,32,26,83,83,No
800342,bajo,alto,bajo,medio_alto,alto,medio_bajo,medio,bajo,medio,medio_alto,alto,54,39,52,30,56,70,62,15,80,50,2,15,No
800343,medio_bajo,alto,medio_bajo,medio_bajo,medio_alto,alto,medio_bajo,alto,medio_alto,medio_alto,medio_bajo,41,30,70,69,85,85,24,16,15,53,3,85,No
800344,medio,bajo,bajo,medio,medio,bajo,alto,medio_bajo,alto,medio_alto,medio_bajo,30,46,70,70,17,17,75,53,66,27,36,84,No
800345,medio,medio_bajo,alto,bajo,medio_bajo,medio_bajo,alto,alto,medio,alto,medio,70,30,30,70,77,48,44,25,71,47,97,50,No
800346,alto,medio_alto,medio_bajo,bajo,bajo,bajo,medio,alto,medio,medio_alto,alto,33,30,65,52,83,85,15,70,49,85,88,74,No
800347,alto,bajo,medio_alto,medio,medio,medio_alto,medio,bajo,bajo,medio_bajo,medio_bajo,70,52,70,70,17,25,15,60,45,62,72,48,No
800348,medio,medio_alto,alto,alto,alto,medio,medio_bajo,medio_bajo,alto,bajo,alto,30,30,69,70,22,64,50,85,16,76,1,60,Yes
800349,medio,bajo,alto,medio_alto,medio_bajo,medio,medio_alto,medio_bajo,alto,medio_alto,bajo,45,53,70,30,55,15,79,75,68,56,68,35,Yes
800350,medio,bajo,medio_bajo,medio_alto,alto,medio_alto,medio_alto,bajo,alto,medio,alto,70,70,42,64,85,15,15,31,15,71,13,50,No
800351,medio_bajo,bajo,bajo,medio_alto,medio_bajo,alto,alto,medio,bajo,bajo,bajo,56,33,70,56,50,79,50,18,85,27,66,15,No
800352,alto,alto,medio,bajo,medio,medio,alto,medio_bajo,medio,alto,alto,70,70,70,70,29,48,59,65,82,53,56,24,No
800353,medio_bajo,medio,medio,medio,alto,alto,alto,medio,bajo,bajo,bajo,38,66,40,62,59,32,30,15,74,28,80,18,No
800354,medio_bajo,alto,alto,medio_alto,medio,medio,alto,bajo,alto,medio_alto,alto,60,62,30,30,55,57,85,26,49,85,18,75,No
800355,medio_alto,medio_bajo,medio_bajo,medio_bajo,bajo,medio_bajo,medio_bajo,medio_alto,medio,medio_alto,medio,70,48,30,30,58,61,76,85,48,15,37,44,No
800356,medio,alto,medio_alto,medio,bajo,alto,medio_bajo,medio,medio,alto,medio_alto,41,45,50,70,15,59,15,15,45,32,92,33,No
800357,medio_bajo,medio_bajo,medio_bajo,medio_bajo,medio,medio,alto,medio_alto,medio_bajo,bajo,alto,46,70,32,70,15,23,54,53,85,54,83,24,No
800358,medio_alto,bajo,medio_alto,medio,medio,medio_alto,medio_bajo,bajo,medio,alto,medio,68,30,70,32,36,15,75,61,15,23,38,31,No
800359,bajo,medio,medio,alto,medio,medio_bajo,medio,alto,medio_alto,medio,medio_bajo,70,30,30,30,20,15,85,30,56,84,30,15,No
800360,medio_bajo,medio,alto,bajo,medio_alto,alto,medio,medio,alto,medio,medio_alto,70,70,30,44,29,85,79,15,74,78,13,25,No
800361,medio_alto,alto,alto,medio_bajo,alto,medio_bajo,medio_alto,bajo,medio,medio_bajo,medio,41,30,65,30,15,40,15,15,60,78,83,34,No
800362,medio,medio_bajo,medio,medio_bajo,medio,medio_bajo,medio,medio,medio,medio_alto,medio_alto,63,32,70,58,51,51,62,50,33,63,46,35,No
800363,medio,medio_alto,medio,alto,alto,alto,alto,medio_bajo,medio_alto,alto,bajo,30,30,70,43,15,85,59,58,81,85,7,54,No
800364,medio_alto,alto,alto,medio_bajo,bajo,bajo,medio_alto,alto,medio_bajo,medio_alto,medio_alto,70,30,61,31,49,73,63,56,29,25,38,24,No
800365,medio_alto,medio_alto,medio_alto,alto,medio_bajo,medio,medio,medio,medio,alto,medio,30,70,70,64,32,52,58,29,74,15,90,73,No
800366,bajo,medio_alto,medio_alto,bajo,medio_bajo,medio,medio_bajo,bajo,medio_alto,medio_alto,bajo,48,70,70,56,85,85,22,15,33,33,15,85,No
800367,medio_alto,medio_bajo,bajo,bajo,medio_bajo,medio,medio_bajo,medio_bajo,medio,medio_bajo,medio_alto,70,30,30,33,58,49,85,70,24,15,10,85,No
800368,medio_bajo,bajo,medio_alto,medio_alto,bajo,medio,medio_alto,medio_alto,medio_alto,medio_alto,medio_bajo,30,33,30,30,36,45,15,15,15,19,51,40,No
800369,medio,medio_bajo,bajo,bajo,bajo,bajo,alto,alto,medio_bajo,bajo,bajo,66,70,32,64,48,42,83,74,84,74,68,16,No
800370,medio,alto,alto,medio_alto,alto,alto,alto,medio_alto,medio_alto,bajo,medio_bajo,30,51,30,70,33,15,70,15,52,24,82,21,No
800371,medio,bajo,alto,alto,medio,medio_bajo,alto,medio,medio_alto,medio_alto,medio_alto,51,34,70,69,75,15,59,68,15,21,47,52,No
800372,bajo,medio,alto,alto,medio,medio,medio_alto,medio,medio_alto,medio_bajo,medio,30,70,70,65,27,76,52,85,36,85,89,19,No
800373,alto,medio,medio_bajo,bajo,bajo,medio_alto,medio_bajo,bajo,bajo,medio,bajo,70,61,40,70,15,39,30,19,85,69,42,27,No
800374,medio_alto,medio,medio_bajo,alto,alto,medio,medio_bajo,medio_bajo,medio,alto,alto,30,59,54,70,59,49,17,48,23,70,49,15,No
800375,alto,alto,bajo,alto,medio_alto,medio_bajo,bajo,medio_bajo,medio_alto,medio_alto,bajo,30,30,49,30,69,76,75,73,39,28,51,35,No
800376,medio_alto,medio_bajo,alto,medio,medio_alto,alto,medio,medio,bajo,bajo,bajo,30,70,54,30,35,15,59,15,26,60,38,15,No
800377,bajo,medio_alto,bajo,medio_alto,alto,medio_bajo,medio,alto,medio_alto,bajo,medio,70,70,59,42,85,28,57,52,75,28,59,80,No
800378,medio_alto,medio_alto,medio_bajo,bajo,medio,alto,medio_bajo,medio,medio_alto,medio_bajo,medio,30,70,70,70,85,85,35,67,15,85,67,41,No
800379,bajo,bajo,medio_bajo,medio_alto,medio_alto,alto,medio,medio_bajo,medio_alto,bajo,bajo,36,54,70,30,36,57,37,19,27,74,82,79,No
800380,bajo,medio_bajo,alto,medio_alto,alto,medio_bajo,medio_bajo,alto,alto,medio_alto,medio_alto,30,30,30,45,15,70,15,24,39,29,49,28,No
800381,medio_bajo,medio_alto,medio_bajo,alto,medio,alto,medio,medio_alto,medio_alto,bajo,medio_alto,57,70,70,30,56,46,85,30,22,60,83,85,No
800382,alto,medio,bajo,bajo,medio,bajo,medio,medio_alto,bajo,medio,medio,54,45,70,30,42,77,23,26,79,76,67,23,No
800383,medio,medio_alto,medio_alto,alto,medio_alto,medio_bajo,bajo,medio,medio_bajo,medio,medio_alto,30,63,30,70,28,85,85,40,52,85,83,35,No
800384,alto,alto,alto,medio_alto,medio_alto,medio_bajo,medio_alto,medio_alto,medio,bajo,medio_alto,40,35,40,70,15,73,69,25,80,24,52,52,No
800385,bajo,bajo,alto,medio_bajo,medio_bajo,medio,medio_alto,medio_alto,medio,alto,alto,70,34,70,37,20,72,34,34,85,40,86,15,No
800386,medio_bajo,bajo,bajo,medio_alto,alto,medio_bajo,medio_bajo,medio_bajo,medio_alto,alto,medio_alto,30,70,59,45,15,34,39,82,15,15,60,47,No
800387,bajo,medio_bajo,medio,alto,medio_alto,bajo,medio_bajo,alto,bajo,medio_alto,alto,70,66,70,68,29,15,15,66,53,46,22,15,No
800388,bajo,medio,medio_bajo,medio,medio,alto,medio,medio,medio_alto,alto,medio_bajo,30,30,70,55,85,15,26,85,81,55,74,47,No
800389,medio,medio,medio,medio,medio,medio,medio,medio_bajo,alto,alto,medio_alto,70,70,49,68,85,54,85,85,85,23,72,20,No
800390,medio,medio_alto,medio_bajo,medio_bajo,bajo,medio_alto,medio_alto,medio,alto,medio,medio,61,70,30,32,15,15,85,85,44,82,11,83,No
800391,medio,bajo,medio,medio,medio_alto,medio_bajo,bajo,medio_bajo,medio_alto,medio_alto,alto,30,52,30,30,42,84,36,15,15,15,19,76,No
800392,bajo,medio,medio,bajo,medio_alto,medio_bajo,bajo,medio,medio_bajo,medio_alto,medio_alto,42,30,30,30,80,61,20,53,41,85,40,25,No
800393,medio,medio_bajo,alto,medio,bajo,medio_alto,alto,medio_alto,medio_alto,alto,bajo,70,70,30,70,17,85,85,60,58,56,90,84,No
800394,medio_bajo,bajo,alto,medio_bajo,medio_bajo,medio_bajo,medio,bajo,medio_bajo,alto,medio,55,30,70,47,65,39,54,83,60,53,85,15,No
800395,bajo,alto,medio_bajo,medio_bajo,bajo,alto,medio,medio_alto,medio_bajo,bajo,medio_bajo,67,30,30,30,15,31,43,40,78,85,9,85,No
800396,alto,bajo,alto,medio_bajo,medio_bajo,alto,alto,medio_bajo,bajo,medio_alto,medio_alto,40,47,70,56,60,20,35,18,31,47,66,48,No
800397,alto,medio_alto,medio_bajo,medio_alto,alto,medio,medio_alto,medio_bajo,bajo,bajo,medio_bajo,70,30,30,36,62,51,15,51,22,56,64,15,No
800398,medio_bajo,bajo,bajo,alto,alto,alto,medio_alto,medio,medio,bajo,bajo,42,30,69,70,48,64,66,34,21,18,24,49,No
800399,medio_bajo,bajo,bajo,bajo,medio,bajo,medio,medio_alto,medio_alto,medio_bajo,medio_bajo,64,64,30,30,85,63,43,68,62,85,68,41,No
800400,medio,medio_bajo,medio_alto,medio_alto,medio_alto,alto,alto,alto,medio_bajo,bajo,medio_bajo,70,59,38,30,50,26,25,70,41,27,43,32,No
800401,medio,medio,alto,medio,medio_alto,medio,alto,medio,medio_alto,medio,bajo,30,30,64,30,39,85,63,50,22,54,9,53,No
800402,medio,alto,bajo,medio_bajo,medio_alto,alto,medio_alto,medio_alto,medio_bajo,medio_bajo,medio,30,70,30,47,44,85,72,58,85,74,97,66,No
800403,medio_bajo,medio_bajo,alto,medio_bajo,medio_bajo,medio_bajo,medio_alto,medio,medio,medio_bajo,bajo,67,70,61,68,15,39,26,59,18,25,46,38,No
800404,bajo,medio,bajo,medio_bajo,alto,medio_alto,medio_alto,medio_alto,alto,medio,bajo,47,30,70,30,76,85,51,28,52,53,24,71,No
800405,medio_bajo,alto,medio_bajo,medio,medio,medio_alto,medio,medio_bajo,medio_bajo,medio_alto,medio,30,30,70,30,15,77,26,85,15,58,100,46,No
800406,medio_alto,alto,medio_alto,bajo,medio_bajo,medio,bajo,medio,medio,medio,medio,57,30,70,30,37,71,15,85,85,75,9,59,Yes
800407,medio,medio_alto,bajo,medio_bajo,bajo,alto,alto,alto,medio_alto,bajo,bajo,70,70,30,30,70,15,85,47,79,36,18,39,No
800408,medio,medio,alto,medio_alto,medio_alto,bajo,bajo,bajo,medio_alto,alto,bajo,70,39,30,30,44,66,15,85,22,85,63,24,No
800409,bajo,medio_alto,medio_bajo,medio_bajo,medio_alto,medio_alto,bajo,medio_alto,medio,medio_bajo,alto,70,30,70,68,56,33,66,41,85,15,44,48,No
800410,medio_bajo,medio,bajo,alto,medio,medio,medio_alto,alto,bajo,medio_bajo,medio_alto,30,46,30,59,85,45,15,48,69,35,95,82,No
800411,medio,medio,alto,bajo,alto,medio,medio,medio_alto,medio_alto,bajo,bajo,70,30,30,30,15,15,58,15,85,40,75,41,No
800412,medio,medio_bajo,medio,alto,medio_bajo,medio_alto,alto,bajo,alto,medio_bajo,medio_bajo,30,30,70,70,68,85,38,15,53,85,53,82,No
800413,medio_bajo,alto,alto,medio,medio_alto,medio,medio,medio_alto,alto,alto,medio_alto,35,38,30,30,58,15,15,83,15,75,73,52,No
800414,medio,medio_alto,medio_alto,alto,alto,medio,alto,medio_bajo,alto,medio_bajo,medio_alto,70,43,30,70,37,67,65,77,70,41,79,54,No
800415,medio_alto,bajo,medio_alto,medio_alto,medio_bajo,medio,medio_alto,medio,bajo,medio_alto,alto,30,70,39,67,58,15,15,64,15,44,67,21,Yes
800416,bajo,medio,medio_alto,medio_alto,medio,medio,medio,medio_alto,medio_alto,medio_bajo,medio_bajo,44,70,34,30,85,15,85,85,85,33,44,72,No
800417,bajo,alto,medio_bajo,medio,medio,alto,medio_bajo,medio,medio,medio_bajo,medio_bajo,43,30,70,70,85,82,29,15,85,26,25,85,No
800418,bajo,medio_bajo,medio_alto,alto,medio_bajo,alto,medio,medio,medio,alto,bajo,30,61,70,61,85,56,48,73,84,82,16,31,No
800419,alto,bajo,medio,medio_alto,bajo,medio_alto,alto,bajo,bajo,medio,bajo,36,70,70,70,49,85,30,85,72,18,54,85,No
800420,medio,alto,medio_bajo,medio,medio_alto,medio_bajo,bajo,medio_bajo,medio_bajo,alto,alto,30,31,30,47,15,63,85,43,85,30,62,16,Yes
800421,medio_alto,bajo,medio_bajo,bajo,medio_alto,alto,medio_bajo,alto,alto,medio,medio,70,70,30,30,23,85,80,15,15,75,28,83,No
800422,bajo,alto,bajo,medio_alto,bajo,medio,medio_bajo,medio,bajo,medio_alto,medio_alto,68,70,70,30,27,15,85,57,85,34,39,62,No
800423,bajo,medio_alto,alto,medio,medio_bajo,medio_alto,bajo,medio_bajo,alto,medio_alto,medio_bajo,30,30,35,34,45,68,47,60,15,32,83,85,No
800424,bajo,medio,alto,alto,alto,medio_bajo,alto,medio_alto,medio_bajo,medio_bajo,medio,43,51,70,70,28,85,64,20,15,15,37,63,No
800425,medio_bajo,bajo,medio_alto,medio,medio_alto,medio,bajo,bajo,alto,alto,bajo,30,70,50,30,27,15,53,61,15,69,81,60,No
800426,bajo,bajo,medio,medio_alto,medio,alto,alto,medio,medio_alto,bajo,alto,30,48,30,30,59,85,54,63,24,36,53,61,No
800427,alto,alto,bajo,medio_alto,medio_bajo,bajo,medio_bajo,alto,medio_alto,alto,medio_alto,70,32,55,70,48,85,77,33,81,85,17,42,No
800428,medio_alto,medio_alto,alto,alto,alto,medio,bajo,alto,medio_bajo,bajo,medio,30,30,30,30,55,65,16,62,85,42,30,51,No
800429,medio_bajo,medio,medio,medio,medio,bajo,medio_bajo,alto,medio,medio_bajo,medio_bajo,64,30,30,30,85,85,85,27,82,85,59,85,No
800430,medio_alto,medio,alto,medio,medio_bajo,medio,medio_bajo,bajo,bajo,medio,medio,30,44,30,43,67,85,40,15,54,82,9,15,No
800431,bajo,alto,medio_alto,bajo,medio_bajo,medio,bajo,medio_alto,alto,medio,alto,55,30,30,30,48,72,58,61,85,49,2,83,No
800432,bajo,alto,medio,medio_bajo,medio_alto,medio,medio,medio_bajo,medio_alto,medio_bajo,medio_alto,30,45,70,70,77,85,85,29,51,85,29,15,No
800433,medio_bajo,medio_bajo,medio_alto,alto,alto,bajo,alto,alto,medio_alto,medio_alto,medio,70,70,70,70,50,15,35,77,45,54,17,34,No
800434,bajo,medio_bajo,medio,alto,bajo,medio_bajo,bajo,alto,medio_alto,bajo,medio_alto,30,59,62,70,60,85,76,85,85,78,32,15,No
800435,bajo,alto,medio_alto,bajo,medio,bajo,bajo,alto,alto,alto,medio_bajo,30,33,70,67,58,43,17,39,72,51,22,35,Yes
800436,medio_bajo,medio,alto,medio_bajo,alto,bajo,bajo,bajo,medio,medio_bajo,medio_bajo,30,30,51,54,59,47,85,71,15,37,9,80,No
800437,medio_bajo,medio_alto,alto,medio_bajo,alto,medio_alto,medio,bajo,medio_alto,alto,medio_bajo,30,68,53,70,34,43,70,53,30,69,20,50,No
800438,medio_alto,medio_bajo,medio,medio_bajo,medio_bajo,medio_bajo,bajo,medio_alto,medio,medio_bajo,bajo,30,70,43,47,15,84,56,85,79,24,46,50,No
800439,medio,alto,alto,medio,bajo,medio,bajo,medio_alto,medio_alto,alto,medio_alto,35,70,46,30,53,75,84,85,15,69,3,53,No
800440,bajo,medio,medio_bajo,bajo,medio,medio_alto,medio,medio_bajo,alto,medio_alto,bajo,30,62,30,70,15,74,34,15,73,79,53,71,No
800441,alto,medio,medio_alto,alto,medio_alto,bajo,bajo,bajo,bajo,bajo,medio_bajo,70,55,52,70,85,81,50,21,48,85,22,85,No
800442,medio_alto,alto,alto,medio,alto,bajo,bajo,alto,medio_bajo,medio_bajo,medio,54,70,30,30,15,46,60,46,15,15,29,20,No
800443,medio,bajo,medio_bajo,medio_alto,medio_alto,medio_bajo,medio,medio_bajo,medio_bajo,bajo,medio_bajo,70,30,30,54,15,85,15,30,85,57,44,27,No
800444,medio,alto,medio,medio_bajo,medio_bajo,medio_bajo,bajo,alto,medio,medio,alto,48,46,30,70,85,67,54,15,32,15,14,50,No
800445,bajo,alto,medio_bajo,medio,medio,bajo,bajo,medio_bajo,medio_bajo,alto,bajo,30,70,30,57,54,64,68,85,32,21,29,61,No
800446,medio,medio,medio_alto,medio_alto,bajo,bajo,medio,medio_alto,alto,alto,alto,70,65,30,30,83,41,26,69,48,81,27,73,No
800447,medio,medio_bajo,medio,medio_bajo,medio_alto,medio,alto,medio_bajo,bajo,bajo,medio,63,70,70,30,45,79,46,85,35,73,94,64,No
800448,medio,medio_alto,medio_bajo,medio_alto,bajo,bajo,medio_bajo,medio_bajo,medio,medio_bajo,medio,42,39,35,70,43,61,24,52,15,85,53,85,No
800449,bajo,medio_alto,medio_alto,medio,bajo,medio_alto,alto,alto,medio_bajo,bajo,alto,70,36,70,70,48,75,15,33,63,83,81,78,No
800450,medio_alto,alto,medio_bajo,alto,bajo,medio_bajo,medio,medio_alto,bajo,medio,medio_alto,70,59,30,60,85,68,41,63,80,78,23,85,No
800451,bajo,medio_alto,bajo,medio,alto,medio,alto,medio,bajo,medio_alto,bajo,70,70,30,30,61,34,44,66,85,43,3,15,No
800452,medio,medio,bajo,medio,medio_bajo,alto,medio_bajo,medio,medio_alto,bajo,medio,55,55,41,30,74,35,72,44,15,85,23,15,No
800453,medio_bajo,bajo,medio_alto,medio_alto,medio_bajo,bajo,alto,medio,bajo,medio_bajo,medio_alto,30,66,30,30,53,85,85,85,15,63,8,70,No
800454,medio_bajo,bajo,medio_alto,medio_alto,alto,medio_bajo,alto,medio_alto,medio_bajo,alto,medio_bajo,70,30,46,30,37,84,31,42,15,22,25,41,No
800455,medio,alto,medio_bajo,bajo,medio_bajo,alto,medio_alto,bajo,medio_alto,medio_bajo,alto,70,30,64,58,15,15,69,85,85,15,7,45,No
800456,medio,medio,bajo,medio_bajo,medio_alto,medio_alto,medio_alto,medio_bajo,medio_alto,medio,bajo,70,70,70,61,71,83,81,15,17,17,69,27,No
800457,medio,medio_alto,bajo,medio_bajo,bajo,alto,alto,medio_bajo,bajo,alto,medio_bajo,30,70,50,70,45,85,85,51,15,63,65,15,No
800458,bajo,medio_alto,bajo,medio,medio,alto,alto,bajo,alto,bajo,bajo,30,30,30,30,85,27,52,15,64,85,27,15,No
800459,medio_bajo,bajo,medio_bajo,medio,medio_bajo,bajo,medio_bajo,alto,medio,bajo,bajo,59,30,70,30,78,34,15,15,15,29,6,46,No
800460,medio_alto,medio,medio_bajo,alto,medio_alto,bajo,bajo,medio_alto,medio_bajo,bajo,alto,70,70,70,30,72,41,85,15,72,19,20,15,No
800461,medio_alto,medio,medio_bajo,bajo,alto,medio,bajo,alto,medio_alto,medio_bajo,medio_bajo,70,70,44,62,33,66,15,73,27,58,90,15,No
800462,bajo,alto,medio_bajo,medio,bajo,medio,bajo,medio_alto,medio_alto,medio_alto,medio_alto,38,30,70,30,82,75,31,37,33,82,16,15,No
800463,medio,alto,medio_bajo,medio_bajo,alto,medio_alto,medio_alto,medio_alto,medio_alto,medio_alto,medio_bajo,30,59,70,30,15,41,39,43,66,74,30,65,No
800464,medio,alto,medio,medio_alto,medio_alto,medio_bajo,alto,medio_alto,medio_alto,bajo,medio_bajo,70,52,30,36,24,85,27,16,52,57,3,73,No
800465,medio,medio,medio_bajo,medio_bajo,medio_alto,alto,medio,medio_bajo,medio_alto,medio_bajo,bajo,70,44,55,32,67,85,73,35,28,85,35,26,No
800466,medio,medio_alto,medio_bajo,medio_alto,medio_alto,alto,medio,medio_bajo,medio_bajo,bajo,medio_alto,30,70,34,70,85,15,15,79,50,18,72,34,No
800467,alto,medio_alto,medio_bajo,alto,medio,medio_bajo,bajo,alto,medio_bajo,bajo,medio,60,70,30,30,35,85,85,73,15,34,14,33,No
800468,medio_bajo,medio_bajo,alto,alto,alto,alto,alto,alto,medio_alto,alto,bajo,30,30,34,62,47,61,49,43,50,15,33,18,No
800469,alto,alto,medio_alto,bajo,medio,medio_alto,medio_bajo,alto,alto,medio_alto,medio,70,67,36,30,85,60,17,73,15,64,52,85,No
800470,bajo,medio_bajo,medio_alto,bajo,medio,bajo,alto,alto,medio,medio,medio_alto,30,59,60,66,25,54,75,68,17,40,2,31,No
800471,bajo,medio,medio_alto,medio_bajo,medio_alto,medio_bajo,alto,medio_bajo,bajo,alto,medio_alto,30,70,70,36,63,27,84,15,82,24,85,15,Yes
